OBJECTID;CODECARTO;LIBELLE;HISTO;NATURE;LIENDOC;REFERENTIEL;TIMESTAMP;WKT_GEOM
"1120";"62063-INV-0128-02";"halle (Halle aux viandes)";"présent à l'IPM en 1974 présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-0128-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235528.181999996 149011.530000001,235539.002999999 148994.248)"
"1121";"62063-INV-2087-01";"église conventuelle (Eglise Notre-Dame de Lourdes au Bouhay)";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2087-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (237734.395999998 148621.192000002,237739.299999997 148670.061000001)"
"1357";"62063-INV-2404-01";"magasin («Le Grand Bazar»)";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2404-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235246.534999996 148907.451000001,235246.806999996 148868.791999999,235247.170000002 148876.760000002,235247.354000002 148901.510000002,235247.574000001 148896.166000001,235247.713 148891.469999999,235248.016999997 148887.342999998)"
"1358";"62063-INV-2538-01";"habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2538-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (234764.214000002 149136.820999999,234767.807999998 149129.552000001,234771.630000003 149128.954999998,234776.512000002 149127.903000001,234780.864 149123.506999999,234785.060999997 149123.943999998,234789.641000003 149119.973000001,234794.883000001 149116.947000001,234800.976000004 149113.859999999,234807.298 149107.421,234812.460000001 149104.699000001)"
"1359";"62063-INV-2553-01";"habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2553-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235023.090999998 146566.653999999,235023.938000001 146571.734000001,235024.283 146561.598999999,235024.995999999 146579.142000001,235026.689999998 146585.704,235028.383000001 146592.477000002,235038.119999997 146541.888999999,235044.045999996 146540.195,235049.549999997 146537.866999999,235050.185000002 146609.199000001,235055.899999999 146608.352000002,235056.111000001 146537.443999998,235061.615000002 146536.596999999,235061.825999998 146606.447000001,235068.810999997 146535.75,235069.446000002 146605.177000001,235075.512000002 146603.009,235095.057999998 146577.449000001)"
"1360";"62063-INV-2554-01";"habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2554-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (234786.204999998 148586.074999999,234793.471000001 148616.197999999,234795.369999997 148588.030000001,234799.494999997 148620,234801.950999998 148592.91,234806.303000003 148631.761999998,234808.414999999 148597.725000001,234811.968000002 148636.515000001,234814.575000003 148602.368000001,234818.056000002 148640.802000001,234819.222000003 148609.399999999,234824.225000002 148645.526000001,234830.629000001 148649.914999999,234830.982000001 148614.951000001,234836.129000001 148618.991,234836.622000001 148654.434,234841.483000003 148622.784000002,234843.009999998 148658.193,234850.226000004 148622.204,234852.608999997 148635.166999999,234858.409000002 148639.758000001,234862.022 148661.416000001,234866.421999998 148664.618000001,234870.538000003 148643.342,234870.706 148667.756000001,234874.990999997 148646.388,234875.071999997 148670.907000002,234879.941 148650.333999999,234886.414999999 148655.140000001,234886.840999998 148679.425999999,234891.225000001 148686.993000001,234896.145999998 148691.195999999,234901.170000002 148665.063000001,234901.619000003 148694.719999999,234910.648000002 148669.5,234915.259000003 148675.254000001,234921.185999997 148683.155999999,234933.898999996 148687.087000001,234938.737999998 148692.583000001,234942.354000002 148697.594000001,234945.733000003 148702.588)"
"1361";"62063-INV-2555-01";"habitation - magasin";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2555-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235088.017999999 148527.706999999,235093.034999996 148519.015000001,235108.626999997 148505.956999999,235016.450000003 148517.013,235043.577 148523.798999999,235020.593000002 148476.243999999)"
"1362";"53053-INV-1081-01";"habitation";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53053-INV-1081-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (127546.467 128450.811000001,127555.563000001 128458.375)"
"1363";"25037-INV-0075-02";"château (Châtelet du Château de Laurensart)";"présent à l'IPM en 1973 présent à l'IPA en 2007";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25037-INV-0075-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (169470.028999999 158571.295000002,169495.877999999 158590.410999998)"
"1364";"62063-INV-1117-02";"magasin (""Le Grand Bazar"")";"présent à l'IPM en 1974 présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-1117-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235188.828000002 148890.903000001,235230.607000001 148892.761,235231.759999998 148916.787,235236.434 148919.583999999)"
"1365";"62063-INV-3108-01";"immeuble à appartements";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-3108-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (236940.244999997 150397.118999999,236947.531000003 150384.283,236951.57 150382.774999999,236963.149999999 150375.261999998,236964.311999999 150390.938999999,236965.877999999 150411.556000002)"
"1366";"62063-INV-2576-01";"habitation - magasin";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2576-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235393.288000003 148838.124000002,235397.368000001 148841.357000001,235399.321000002 148823.202,235402.175999999 148844.070999999,235402.723999999 148825.381000001,235406.147 148827.329,235406.347000003 148848.324000001,235410.931999996 148827.212000001,235411.850000002 148850.969999999,235415.652999997 148831.094000001,235418.494000003 148854.798999999,235421.795000002 148835.024999999,235424.762000002 148856.050000001,235426.244000003 148838.375999998,235427.513999999 148857.848999999,235429.842 148843.138,235435.134000003 148846.524999999,235439.789999999 148850.969999999)"
"1367";"62063-INV-3000-01";"habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-3000-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (237056.796999998 149820.609000001,237062.660999998 149825.539999999)"
"1368";"62063-INV-2514-01";"bureau (Bureaux B.E.A.-B.E.R.)";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2514-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235144.721000001 143977.346999999,235210.435000002 143985.664000001)"
"1369";"62063-INV-1910-02";"bâtiment facultaire (Institut de physique B5)";"présent à l'IPM en 1980 présent à l'IPA en 2004";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-1910-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (234813.807999998 141999.011999998,234773.361000001 141917.574000001)"
"1370";"92048-INV-0314-01";"ferme";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92048-INV-0314-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (166148.048 118234.232999999,166160.468000002 118244.572000001)"
"1611";"25117-INV-0085-01";"bâtiment industriel";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25117-INV-0085-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (169962.398999997 144189.732000001,169975.523000002 144169.835999999,169993.513999999 144168.142000001)"
"1612";"92087-INV-0824-01";"ferme";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92087-INV-0824-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (170025.299000002 110958.304000001,170048.781000003 110945.405000001,170050.765000001 110968.886999998)"
"1613";"62032-INV-0251-01";"habitation";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0251-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (234349.153999999 137409.094999999,234355.196999997 137411.425999999)"
"1614";"62032-INV-0362-01";"habitation";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0362-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235719.207000002 141057.802000001,235723.703000002 141046.508000001,235737.25 141055.609999999,235752.527999997 141052.572000001,235757.914999999 140994.329,235761.590999998 141091.594000001,235765.141999997 140993.925000001,235767.853 141055.530000001,235771.306999996 140992.021000002,235781.277000003 141057.793000001,235787.020000003 141014.807,235797.572999999 141060.083000001,235808.618000001 141062.927000001,235823.700000003 141061.329)"
"1615";"62032-INV-0343-01";"habitation";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0343-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (236679.938000001 140659.965,236690.432999998 140662.068999998,236695.354000002 140663.498,236699.691 140664.684999999,236704.866999999 140666.202,236710.203000002 140667.449000001)"
"1616";"92087-INV-0819-01";"ferme (Ferme de Gaÿ)";"présent à l'IPA en 2004";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92087-INV-0819-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (167121.594999999 112796.509,167130.134000003 112799.013)"
"1617";"25124-INV-0106-01";"ferme";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25124-INV-0106-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (174089.656000003 147937.988000002,174094.960000001 147955.388999999,174101.464000002 147945.056000002)"
"1618";"92087-INV-0858-01";"habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92087-INV-0858-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (170632.449000001 112331.133000001,170632.509999998 112315.624000002)"
"1619";"92087-INV-0772-01";"ferme - habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92087-INV-0772-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (170144.305 112814.780999999,170155.894000001 112807.623)"
"1620";"92087-INV-0094-02";"château (Château de Scry)";"présent à l'IPM en 1975 présent à l'IPA en 2004";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92087-INV-0094-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (170046.479000002 112936.125999998,170074.086999998 112961.526999999)"
"1621";"92087-INV-0548-01";"magasin";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92087-INV-0548-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (173304.119999997 114928.451000001,173310.138999999 114924.41)"
"1622";"92087-INV-0554-01";"dépendance - habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92087-INV-0554-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (170347.274999999 113865.662999999,170360.614 113866.960999999)"
"1623";"62032-INV-0358-01";"école - maison communale";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0358-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (236070.601999998 140198.028000001,236072.409999996 140216.693)"
"1624";"25005-INV-0048-02";"ferme";"présent à l'IPM en 1973 présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25005-INV-0048-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (181530.469999999 161349.350000002,181531.634000003 161370.675000001)"
"1625";"25117-INV-0058-01";"habitation";"présent à l'IPA en 2008";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25117-INV-0058-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (169273.946999997 146123.353,169285.799999997 146129.491999999,169294.478 146134.783,169302.097999997 146139.651999999,169311.412 146146.213)"
"1626";"62032-INV-0356-01";"habitation";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0356-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (236115.897 140517.702,236121.585000001 140521.978999998)"
"1627";"62032-INV-0044-02";"château (Château du Monceau)";"présent à l'IPM en 1980 présent à l'IPA en 2010";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62032-INV-0044-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (236295.773999997 138031.618000001,236313.053000003 138036.624000002,236314.023000002 138014.609000001,236329.564999998 138034.363000002)"
"1780";"62096-INV-0141-01";"";"présent à l'IPA en 2009";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62096-INV-0141-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (231562.581 143733.732000001,231567.818999998 143733.732000001,231572.263999999 143733.254999999,231576.074000001 143733.096999999,231579.726000004 143732.938000001,231583.059 143733.414000001,231587.980999999 143733.414000001,231594.171999998 143732.938000001,231597.822999999 143732.620000001,231602.427000001 143732.938000001,231606.713 143732.938000001,231611.792999998 143732.462000001,231615.920999996 143732.462000001,231620.365999997 143732.620000001,231629.255999997 143731.984999999,231634.017999999 143732.620000001,231639.097999997 143735.16)"
"1890";"62121-INV-0152-01";"ferme (Ferme des Granges)";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62121-INV-0152-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (230400.619000003 136146.901000001,230407.115999997 136097.079999998)"
"1891";"62096-INV-0134-01";"";"présent à l'IPA en 2009";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62096-INV-0134-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (230129.468999997 142647.706,230132.115000002 142642.149,230150.105999999 142609.605999999,230153.016999997 142604.313999999,230158.838 142591.348999999,230162.012999997 142586.322000001)"
"1892";"62096-INV-0135-01";"";"présent à l'IPA en 2009";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62096-INV-0135-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (229860.136 143221.372000001,229879.027000003 143272.331,229880.773000002 143233.120000001,229882.202 143266.140000001,229884.424000002 143239.151999999)"
"1893";"53070-INV-0007-02";"gendarmerie";"présent à l'IPM en 1975 présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53070-INV-0007-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (112282.806000002 130413.401000001,112283.248999998 130404.298999999)"
"1894";"53070-INV-0131-01";"habitation";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53070-INV-0131-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (112255.858999997 130403.506999999,112256.373999998 130415.778999999)"
"1895";"57003-INV-0137-01";"cité";"présent à l'IPIC en 2014";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/57003-INV-0137-01";"";"2026-03-24T00:00:00";"MULTIPOINT (84313.8779999986 139565.028000001,84317.8510000035 139569.796,84322.2220000029 139573.967999998,84325.7980000004 139579.134,84329.7719999999 139583.504000001,84332.7519999966 139587.875,84336.7250000015 139593.041000001,84341.4930000007 139597.213,84344.0759999976 139602.973999999,84348.4469999969 139607.147,84353.4139999971 139611.715999998,84356.1950000003 139616.484000001,84360.7650000006 139621.054000001,84362.8559999988 139625.561999999,84367.1950000003 139630.642000001,84372.3809999973 139633.710999999,84375.873999998 139638.368000001,84380.5300000012 139643.765000001,84383.1759999991 139648.103999998,84387.4099999964 139653.289999999,84391.4310000017 139657.840999998,84395.3470000029 139662.708999999,84451.5979999974 139731.607000001,84454.4549999982 139737.004999999)"
"1896";"62121-INV-0016-02";"église paroissiale (Eglise Notre-Dame)";"présent à l'IPM en 1980 présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62121-INV-0016-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (226723.465000004 138502.688999999,226729.186999999 138515.734999999)"
"1897";"92006-INV-0161-01";"habitation";"présent à l'IPIC en 2014";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92006-INV-0161-01";"";"2026-03-24T00:00:00";"MULTIPOINT (193986.596000001 118788.649,193993.149999999 118791.188999999)"
"1898";"62063-INV-1692-02";"habitation";"présent à l'IPM en 1974 présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-1692-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235457.259000003 147484.028999999,235457.963 147479.899999999)"
"1899";"62121-INV-0078-01";"ferme";"présent à l'IPA en 2010";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62121-INV-0078-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (226759.251999997 138887.067000002,226760.145999998 138892.565000001)"
"1900";"53070-INV-0410-01";"château (Château des Amendes,dépendances)";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53070-INV-0410-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (110907.053999998 129151.910999998,110889.872000001 129116.184)"
"2044";"91072-INV-0199-01";"";"présent à l'IPM en 1996";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/91072-INV-0199-01";"";"2026-03-24T00:00:00";"MULTIPOINT (187206.950000003 95078.2210000008,187235.498000003 95064.4230000004,187238.829000004 95077.9829999991)"
"2045";"92045-INV-0115-01";"habitation";"présent à l'IPIC en 2021";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92045-INV-0115-01";"";"2026-03-24T00:00:00";"MULTIPOINT (177371.234999999 126613.620000001,177382.468999997 126606.561000001)"
"2046";"62118-INV-0035-01";"";"présent à l'IPM en 1980";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62118-INV-0035-01";"";"2026-03-24T00:00:00";"MULTIPOINT (221375.739 147031.035999998,221393.678000003 147005.953000002,221398.869000003 147000.873,221403.678999998 147022.146000002,221410.188000001 147036.432999998,221422.575999998 146958.434,221486.288000003 146972.192000002)"
"2047";"62120-INV-0034-01";"";"présent à l'IPM en 1980";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62120-INV-0034-01";"";"2026-03-24T00:00:00";"MULTIPOINT (223101.847999997 144716.050000001,223103.912 144755.103)"
"2048";"62120-INV-0039-01";"";"présent à l'IPM en 1980";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62120-INV-0039-01";"";"2026-03-24T00:00:00";"MULTIPOINT (227263.225000002 140008.135000002,227292.240999997 140029.092)"
"2049";"62120-INV-0059-01";"";"présent à l'IPM en 1980";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62120-INV-0059-01";"";"2026-03-24T00:00:00";"MULTIPOINT (227204.585000001 146830.543000001,227225.222000003 146855.943,227231.148999997 146846.100000002,227235.487999998 146848.852000002)"
"2050";"92141-INV-0052-01";"";"présent à l'IPM en 1975";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/92141-INV-0052-01";"";"2026-03-24T00:00:00";"MULTIPOINT (183487.586000003 135846.309999999,183491.233000003 135798.653999999,183503.711000003 135825.193)"
"2051";"62009-INV-0056-01";"";"présent à l'IPM en 1980";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62009-INV-0056-01";"";"2026-03-24T00:00:00";"MULTIPOINT (242418.910999998 126245.489999998,242420.023000002 126266.921)"
"1122";"62063-INV-2674-01";"habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2674-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (239451.512999997 148669.723000001,239453.522 148665.673,239454.972999997 148660.642000001,239457.277999997 148656.039000001,239459.262000002 148651.241,239469.832000002 148641.713,239472.450000003 148637.495999999,239474.575000003 148633.800000001,239476.208999999 148628.544,239477.409000002 148681.732999999,239478.732000001 148677.033,239481.218000002 148672.316,239482.707999997 148668.114,239485.604999997 148663.313000001,239486.173 148649.164999999,239488.060000002 148645.182,239490.586999997 148640.921999998,239492.072999999 148636.655000001)"
"1123";"62063-INV-2532-01";"habitation";"présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2532-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (233070.813000001 148984.634,233074.555 148989.682,233079.862000003 148974.316,233080.612999998 148994.311999999,233083.829999998 148977.807999998,233085.410999998 148997.978999998,233087.482000001 148980.506999999,233090.339000002 149003.842999998,233090.814999998 148983.364,233092.879000001 149007.493999999,233097.006999999 148989.238000002,233098.593999997 149010.669,233103.991999999 149015.908,233107.167000003 149018.289000001,233107.483999997 148997.333999999,233110.976999998 149021.306000002,233112.564000003 149003.208000001,233116.373999998 149026.068,233117.167999998 149006.066,233120.501999997 149009.717,233123.677000001 149012.732999999,233127.009999998 149015.749000002)"
"1124";"53065-INV-0045-01";"habitation";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53065-INV-0045-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (113516.586999998 123714.881999999,113496.516999997 123694.118000001)"
"1125";"53053-INV-0504-02";"habitation";"présent à l'IPM en 1975 présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53053-INV-0504-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (120315.677000001 126684.844000001,120316.089000002 126670.958999999,120316.702 126675.212000001)"
"1126";"53053-INV-1752-01";"habitation";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53053-INV-1752-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (119849.406999998 126673.039999999,119853.038000003 126679.947999999,119861.555 126678.795000002,119861.773999996 126672.032000002)"
"1127";"53053-INV-1774-01";"habitation - magasin";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53053-INV-1774-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (120230.505000003 126669.112,120232.458999999 126662.934999999)"
"1128";"62063-INV-0792-02";"commanderie - tour (Commanderie Saint-André de l'Ordre teutonique et Tour aux Joncs)";"présent à l'IPM en 1974 présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-0792-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235236.170999996 149161.653000001,235251.258000001 149173.838)"
"1129";"25037-INV-0284-01";"école";"présent à l'IPA en 2007";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/25037-INV-0284-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (169838.398999996 162317.572999999,169861.339000002 162318.581999999)"
"1267";"53084-INV-0057-02";"habitation";"présent à l'IPM en 1975 présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53084-INV-0057-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (120438 116394.138999999,120445.375 116410.335999999,120447.233999997 116484.543000001,120459.634999998 116392.096000001,120468.973999999 116456.333000001,120485.708999999 116451.373,120492.578000002 116314.761,120494.144000001 116341.182,120496.034000002 116370.566)"
"1268";"53084-INV-0491-01";"habitation";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53084-INV-0491-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (117521.366999999 114372.214000002,117513.071999997 114376.048999999,117517.384000003 114374.734999999,117508.956 114378.482999999,117504.457999997 114380.022999998)"
"1269";"53084-INV-0477-01";"château (Château des Warelles)";"présent à l'IPA en 2006";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53084-INV-0477-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (121001.442000002 118135.881000001,121031.207999997 118160.210000001,121032.784999996 118235.956999999,121129.427000001 118091.401999999,121157.351000004 118159.083000001,121164.022 118116.395,121203.469999999 118114.774999999)"
"1270";"62063-INV-1931-02";"habitation - magasin";"présent à l'IPM en 1974 présent à l'IPA en 2004";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-1931-02";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (235288.891999997 148919.155000001,235293.259999998 148910.614999998)"
"1271";"62063-INV-2981-01";"habitation";"présent à l'IPA en 2004";"Monument (pastillé)";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/62063-INV-2981-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (234883.692000002 148973.162999999,234887.932999998 148964.114)"
"1272";"53053-INV-2142-01";"habitation";"présent à l'IPA en 2011";"Monument";"https://inventairepatrimoine.wallonie.be/fr/inventaire-regional-du-patrimoine/fiche/53053-INV-2142-01";"CADMAP2012";"2026-03-24T00:00:00";"MULTIPOINT (120599.158 126691.942000002,120607.588 126692.363000002)"
